,word1,word2,relation,freq.
1176,sandwich,biscuit,crossclassified,3
4828,plane,monoplane,hypernymy.1,3
3237,woman,microphone,crossclassified,3
1179,sandwich,dish,hypernymy.2,3
3229,soup,dip,crossclassified,3
4816,carpet,boy,crossclassified,3
16037,caftan,shirt,not-covered,3
17894,girl,spoon,crossclassified,3
6125,table,entertainment center,crossclassified,3
17892,boy,scaleboard,not-covered,3
24503,barge,beach,crossclassified,3
16040,caftan,robe,not-covered,3
6228,pan,grill,crossclassified,3
25125,shack,home,crossclassified,3
3239,airplane,air plan,not-covered,3
23418,tub,toilet bowl,crossclassified,3
1145,gentleman,jacket,crossclassified,3
5032,skater,pants,crossclassified,3
4865,bird,water bird,hypernymy.1,3
18280,bench,steel,crossclassified,3
7810,pizza,pepperoni,crossclassified,3
17371,flower,ground,crossclassified,3
293,goalkeeper,person,hypernymy.2,3
16586,horse,doll,crossclassified,3
17905,man,zookeeper,not-covered,3
17339,bench,trouser,crossclassified,3
6138,cow,woman,crossclassified,3
7803,girl,girl child,not-covered,3
5028,woman,earring,crossclassified,3
4845,dog,lab,crossclassified,3
3242,shirt,beard,crossclassified,3
4843,bread,ban,crossclassified,3
7794,tie,floor,crossclassified,3
7791,bowl,western toilet,not-covered,3
23410,dugout,wheel,crossclassified,3
6212,woman,water bottle,crossclassified,3
23411,carpet,fruit,crossclassified,3
1123,plane,train,crossclassified,3
3249,tanker,tank,crossclassified,3
1125,cat,collar,crossclassified,3
3247,tanker,train car,not-covered,3
7774,counter,micro oven,not-covered,3
3092,desk,lap tops,crossclassified,3
25691,grill,building,hypernymy.2,3
1664,woman,toy,crossclassified,3
18230,car,car interior,not-covered,3
16839,rug,jeans,crossclassified,3
3513,boat,cruise,crossclassified,3
1523,boat,seat,crossclassified,3
7413,man,lap top,crossclassified,3
18317,guy,skating board,not-covered,3
18028,bridge,parking meter,crossclassified,3
16836,lady,teen,crossclassified,3
4598,lady,old woman,co-hyponymy,3
18601,girl,rope,crossclassified,3
5245,drape,drapes,synonymy,3
737,table,flower arrangement,crossclassified,3
1639,bed,canopy,crossclassified,3
3512,boat,cruise liner,crossclassified,3
17820,train,boots,crossclassified,3
4594,pancake,burger,crossclassified,3
17450,table,bed sheet,crossclassified,3
18243,shed,awning,crossclassified,3
5301,dress,shoe,crossclassified,3
18240,shed,umbrella,crossclassified,3
7482,motorbike,decals,crossclassified,3
783,desk,bookshelf,crossclassified,3
25610,chair,footstool,crossclassified,3
6339,man,scatting wheel,not-covered,3
1666,bridge,plane,crossclassified,3
1481,counter,plates,crossclassified,3
6391,forward,human,not-covered,3
25176,counter,tray table,not-covered,3
1484,parrot,stuffed animal,not-covered,3
19022,truck,trucker,crossclassified,3
17426,bike,car,co-hyponymy,3
16815,hat,bonnet,hypernymy.1,3
16156,bed,backpack,crossclassified,3
4612,donut,nut,crossclassified,3
17827,cat,cup,crossclassified,3
4602,dresser,suitcase,crossclassified,3
3479,jacket,sport coat,hypernymy.1,3
16155,bed,jacket,crossclassified,3
16144,house,wall clock,crossclassified,3
24650,coat,shirts,crossclassified,3
3525,desk,shelves,crossclassified,3
7502,plane,pavement,crossclassified,3
5227,girl,toys,crossclassified,3
4512,table,couch,crossclassified,3
240,jacket,video game,crossclassified,3
6378,sandwich,griddlecake,crossclassified,3
7480,motorbike,motor vehicle,hypernymy.2,3
6357,girl,television,crossclassified,3
23565,couch,tress,crossclassified,3
23567,house,watch,crossclassified,3
4579,bed,towel,crossclassified,3
18237,lady,bicycle,crossclassified,3
5271,dog,jacket,crossclassified,3
3501,car,handle,crossclassified,3
24662,rug,drape,co-hyponymy,3
1590,lady,wife,co-hyponymy,3
3494,shirt,shoe,crossclassified,3
1592,lady,eye glass,crossclassified,3
18792,car,pump,crossclassified,3
7479,coat,blouse,crossclassified,3
5285,man,furniture,crossclassified,3
312,boy,baseball cap,crossclassified,3
4562,overpass,van,crossclassified,3
6030,wine,wine bottle,crossclassified,3
18235,horse,sheep,crossclassified,3
7446,overpass,tram,crossclassified,3
751,bird,chick,synonymy,3
17805,teacher,mixer,crossclassified,3
25620,bath,shower door,not-covered,3
19010,stand,dresser,co-hyponymy,3
23555,bench,jersey,crossclassified,3
16140,tub,legs,crossclassified,3
18019,bench,tubes,crossclassified,3
18231,car,seat,crossclassified,3
16819,bathtub,doll,crossclassified,3
5250,sandwich,brochette,crossclassified,3
1542,coat,peacoat,hypernymy.1,3
18238,lady,cycle,crossclassified,3
763,boat,bed,crossclassified,3
3490,couch,room,crossclassified,3
17815,bridge,weal,crossclassified,3
6359,motorcycle,motorcar,co-hyponymy,3
1568,boat,cycle,crossclassified,3
17445,cafe,storefront,crossclassified,3
3003,bowl,spaghetti,crossclassified,3
17296,bridge,see,crossclassified,3
24431,bowl,bowl of cereal,not-covered,3
18026,bridge,meter,crossclassified,3
3492,couch,computer,crossclassified,3
18017,aircraft,airline,crossclassified,3
16139,tub,shoe,crossclassified,3
4583,man,train,crossclassified,3
1669,donut,cupcake,crossclassified,3
3499,spatula,scoop,crossclassified,3
16124,sheep,black sheep,hypernymy.1,3
4627,tent,flower,crossclassified,3
4485,motorbike,light,crossclassified,3
1463,horse,racing horse,not-covered,3
16496,child,fruit,crossclassified,3
5322,guy,video game,crossclassified,3
16164,car,motorbike,crossclassified,3
17997,bottle,beverages,crossclassified,3
2951,bed,door,crossclassified,3
16118,dog,sand,crossclassified,3
5323,tie,man,crossclassified,3
7381,rice,salad,crossclassified,3
2964,bench,settee,hypernymy.1,3
18330,furniture,seating,crossclassified,3
5199,pizza,cheese pizza,hypernymy.1,3
1702,goat,oxen,crossclassified,3
1448,girl,goggles,crossclassified,3
18000,cup,tea,crossclassified,3
17783,bookcase,bird,crossclassified,3
3072,tomato,meal,crossclassified,3
5340,woman,hairdresser,crossclassified,3
5206,house,family,synonymy,3
16498,guy,mobile phone,crossclassified,3
4474,robe,plate,crossclassified,3
4632,couch,keyboard,crossclassified,3
5202,skateboarder,backpack,crossclassified,3
4471,house,entryway,crossclassified,3
24452,child,skate,crossclassified,3
23587,girl,light,crossclassified,3
24695,ballplayer,boy,crossclassified,3
3076,man,diners,crossclassified,3
16808,rug,box,crossclassified,3
1440,bowl,breakfast,crossclassified,3
7400,sandwich,barbecue sandwich,not-covered,3
4617,jacket,body,crossclassified,3
3086,dugout,cloakroom,crossclassified,3
722,table,bird,crossclassified,3
19007,stand,hatstand,not-covered,3
1478,counter,placeman,crossclassified,3
6052,liquor,wine cooler,crossclassified,3
1428,motorbike,vehicles,hypernymy.2,3
3462,dog,laptop,crossclassified,3
4499,car,fire hydrant,crossclassified,3
4496,guy,cellphone,crossclassified,3
24447,shirt,t shat,not-covered,3
16167,man's,shirt,not-covered,3
3467,desk,board,crossclassified,3
6392,forward,pant,not-covered,3
3068,tomato,dinner,crossclassified,3
5198,cat,bike,crossclassified,3
7560,man,beard,co-hyponymy,3
6048,boat,logs,crossclassified,3
4488,bottle,liquor,crossclassified,3
19032,recliner,man,crossclassified,3
25221,bed,tress,crossclassified,3
3847,dish,bread,crossclassified,2
11738,dress,donuts,crossclassified,2
21414,cat,black cat,crossclassified,2
3320,bowl,burger,crossclassified,2
11925,carpet,hand,crossclassified,2
3333,woman,bicycle,crossclassified,2
17298,charger,laptop,crossclassified,2
3596,hood,dog,crossclassified,2
14649,coat,sports jacket,hypernymy.1,2
17202,bottle,pop,crossclassified,2
3380,giraffe,basket,crossclassified,2
3536,bowl,dryer,crossclassified,2
3842,bread,gyro,crossclassified,2
3597,sandwich,knife,crossclassified,2
3793,booth,coffee,crossclassified,2
21512,house,ground,crossclassified,2
11745,dish,class,crossclassified,2
3375,jacket,teddy bear,crossclassified,2
11932,dog,couch,crossclassified,2
11896,counter,honey jars,not-covered,2
3843,bread,chili dog,crossclassified,2
11502,cake,biscuit,hypernymy.1,2
11742,dish,trophy,crossclassified,2
21416,knife,plastic knife,not-covered,2
21595,car,store,crossclassified,2
18321,dog,guinea pig,crossclassified,2
11766,bottle,bong,crossclassified,2
19842,desk,computer accessories,crossclassified,2
18329,furniture,patio furniture,not-covered,2
3529,desk,entertainment stand,not-covered,2
14573,coat,microphone,crossclassified,2
3814,toast,meatloaf,crossclassified,2
24912,cathedral,tree,crossclassified,2
3515,table,wooden table,not-covered,2
21611,boat,man,crossclassified,2
3343,chair,coach,crossclassified,2
11713,table,automobile,crossclassified,2
3521,man,road,crossclassified,2
11920,pail,pool,crossclassified,2
21508,skateboarder,road sign,not-covered,2
11756,booth,wood,crossclassified,2
17205,urn,jar,hypernymy.2,2
3812,toast,potato,crossclassified,2
17289,ship,sea,crossclassified,2
3582,kitchenware,art,not-covered,2
14644,booth,truck,crossclassified,2
11515,tent,cover,crossclassified,2
11919,pail,water tank,crossclassified,2
11530,dresser,cub board,not-covered,2
19943,table,coke,crossclassified,2
11720,dish,dinner,crossclassified,2
14571,bun,frankfurter,crossclassified,2
3342,chair,box,co-hyponymy,2
19849,cabinet,clock,crossclassified,2
17287,counter,half wall,not-covered,2
11922,pail,water,crossclassified,2
11548,fence,shoe,crossclassified,2
3802,hat,sunglasses,crossclassified,2
3840,bread,knife,crossclassified,2
24923,sofa,desk,crossclassified,2
3798,tent,snowboard,crossclassified,2
17335,booth,counter,co-hyponymy,2
3339,dog,snout,crossclassified,2
3533,bowl,nut,crossclassified,2
3532,girl,bags,crossclassified,2
11916,pail,water trough,not-covered,2
3556,boy,snow boarder,crossclassified,2
21498,caregiver,t-shirt,not-covered,2
3508,woman,onlooker,crossclassified,2
3371,jacket,paper,crossclassified,2
3358,house,ladder,crossclassified,2
3803,hat,glass,crossclassified,2
14577,bench,sleeveless,crossclassified,2
25074,bench,bears,crossclassified,2
24922,bench,flower pot,crossclassified,2
3839,bread,onion,crossclassified,2
3838,guy,father,crossclassified,2
11751,woman,mobilization,crossclassified,2
3807,hotel,apartment building,co-hyponymy,2
17212,airplane,subchapter,not-covered,2
21409,bridge,surfboard,crossclassified,2
11731,cereal,fruit,crossclassified,2
21545,cheetah,cat,hypernymy.2,2
19940,bed,daybed,crossclassified,2
11556,fence,player,crossclassified,2
24952,lady,wetsuit,not-covered,2
3548,tumbler,bottle,crossclassified,2
11662,boat,awning,crossclassified,2
3424,boat,sailboard,not-covered,2
14669,souffle,cheese,crossclassified,2
24958,car,triennial,crossclassified,2
11809,hat,slouch,crossclassified,2
14590,milk,yogurt,co-hyponymy,2
11849,bowl,cheese,crossclassified,2
3426,bowl,flower vase,not-covered,2
3464,man,general,hypernymy.1,2
19868,counter,appetizers,crossclassified,2
11845,guy,rope,crossclassified,2
24960,bookcase,cap,crossclassified,2
426,basin,vanity,crossclassified,2
19928,bed,hotel bed,not-covered,2
17252,cup,steel,crossclassified,2
21451,knife,quesadilla,crossclassified,2
3689,bird,figurine,crossclassified,2
21530,hood,woman,crossclassified,2
3630,drapery,backdrop,crossclassified,2
3631,drapery,shirt,crossclassified,2
18305,van,table,crossclassified,2
395,salad,veg food,not-covered,2
17307,charger,mouse,crossclassified,2
11858,chair,deckchair,not-covered,2
18345,pan,soup,crossclassified,2
18356,fork,foods,crossclassified,2
17308,charger,drive,co-hyponymy,2
11609,girl,scissors,crossclassified,2
14663,table,flower bott,not-covered,2
11668,table,coat,crossclassified,2
11610,jacket,pant,crossclassified,2
17255,cup,water bottle,crossclassified,2
3436,car,freight train,crossclassified,2
11838,sandwich,bowl,crossclassified,2
3676,table,brush,crossclassified,2
14675,souffle,cake,co-hyponymy,2
21440,teapot,jug,crossclassified,2
19925,airplane,crashed plane,not-covered,2
3451,skier,couples,crossclassified,2
11642,broth,carrot,crossclassified,2
11824,pitcher,blender cup,not-covered,2
14600,pelican,feathers,crossclassified,2
11821,pitcher,container,hypernymy.2,2
21439,teapot,pitcher,crossclassified,2
3654,skateboarder,hat,crossclassified,2
25042,table,cards,crossclassified,2
21544,cheetah,animal,hypernymy.2,2
17247,bowl,sing,crossclassified,2
24970,bovine,cattle,hypernymy.1,2
18314,carpet,self,crossclassified,2
3648,bread,tissue paper,crossclassified,2
14678,carpet,lamp,crossclassified,2
3438,bed,ped sheet,not-covered,2
3663,guy,towel,crossclassified,2
11834,zebra,plate,crossclassified,2
14604,jacket,bicyclist,crossclassified,2
25049,robe,cake,crossclassified,2
3443,boat,light,crossclassified,2
21542,couch,blue jeans,crossclassified,2
17244,bowl,toilet closet,not-covered,2
25048,booth,telephone,crossclassified,2
14679,man,caller,crossclassified,2
19922,bookcase,shelve,crossclassified,2
21446,hat,dog hat,not-covered,2
3660,skateboarder,building,crossclassified,2
14681,soup,sandwich,crossclassified,2
3659,dress,handbag,crossclassified,2
17312,charger,card reader,not-covered,2
3408,photographer,airplanes,crossclassified,2
24951,lady,scatting board,not-covered,2
18371,plane,t-shirt,crossclassified,2
21454,curtain,sculpture,crossclassified,2
21419,car,food cart,not-covered,2
21546,cheetah,tiger,co-hyponymy,2
21517,t-shirt,fork,crossclassified,2
17221,woman,see,crossclassified,2
25067,jacket,chain,crossclassified,2
3613,brat,sandwich,crossclassified,2
3763,jacket,jacket ja,not-covered,2
11573,jacket,garment,hypernymy.2,2
11883,salad,cake,co-hyponymy,2
3616,girl,donut,crossclassified,2
11882,man,sun class,not-covered,2
3761,blender,pitcher,crossclassified,2
17223,woman,scat board,not-covered,2
25064,sofa,short,crossclassified,2
17302,charger,controller,crossclassified,2
14704,dress,couch,crossclassified,2
3606,cookie,cookie sandwich,not-covered,2
14614,pan,cake pan,not-covered,2
11562,flatbread,plate,crossclassified,2
19909,airliner,wings,crossclassified,2
18320,dog,kitten,crossclassified,2
17300,charger,hardcover,crossclassified,2
18369,boat,mast,crossclassified,2
11703,carpet,electronic,crossclassified,2
11893,counter,step,crossclassified,2
21516,horse,mouth,crossclassified,2
11889,child,umbrella,crossclassified,2
11892,man,pillow,crossclassified,2
11784,soup,curry,co-hyponymy,2
3772,table,cutting table,not-covered,2
3382,table,ballplayer,crossclassified,2
19916,couch,women,crossclassified,2
21586,condominium,apartment building,crossclassified,2
11792,curtain,lamp,crossclassified,2
3749,syrup,food,hypernymy.2,2
14700,spoon,spun,crossclassified,2
11866,mayo,hotdog bun,crossclassified,2
21529,dress,ball,crossclassified,2
17327,booth,flower stand,not-covered,2
11677,ship,cap,crossclassified,2
3403,photographer,airfield,crossclassified,2
18361,desk,cake,crossclassified,2
14608,vegetable,bun,crossclassified,2
11598,man,goggles,crossclassified,2
21457,sectional,sectional couch,not-covered,2
3404,photographer,hanger,crossclassified,2
3713,skier,scatting,crossclassified,2
3712,bun,tissue paper,crossclassified,2
11601,jacket,cellphone,crossclassified,2
17323,booth,flower vase,not-covered,2
11862,mayo,hot bun,not-covered,2
3721,vase,shoe,crossclassified,2
18302,curtain,glasses,crossclassified,2
17329,booth,display,crossclassified,2
11684,ship,vessel,hypernymy.2,2
17304,charger,adapter,co-hyponymy,2
19938,couch,net,crossclassified,2
11583,coat,women,crossclassified,2
14656,spoon,reflection,crossclassified,2
11587,overpass,wheel,crossclassified,2
14698,spoon,pone,crossclassified,2
11876,girl,hotdog,crossclassified,2
11873,armchair,shirt,crossclassified,2
11795,lady,racket,crossclassified,2
3738,desk,side table,not-covered,2
24984,furniture,pant,crossclassified,2
11875,girl,cheese,crossclassified,2
11874,armchair,recliner,hypernymy.1,2
11592,athlete,gloves,crossclassified,2
3851,robe,boy,crossclassified,2
7890,boy,cup,crossclassified,2
17199,car,teddy bear,crossclassified,2
10889,glove,strap,crossclassified,2
16999,counter,cooker,crossclassified,2
14961,chair,bellow,crossclassified,2
4613,donut,desert,crossclassified,2
19702,table,jeans,crossclassified,2
21933,woman,actress,crossclassified,2
14959,flower,unknown,crossclassified,2
10877,counter,radish,crossclassified,2
10878,giraffe,girl,crossclassified,2
21931,counter,mugs,crossclassified,2
14958,flower,cactus,crossclassified,2
24652,girl,passenger,crossclassified,2
10885,glove,fingers,crossclassified,2
18485,woman,dog walker,not-covered,2
10890,glove,louse,crossclassified,2
21913,robe,sari,crossclassified,2
10893,lady,backpack,crossclassified,2
10894,pizza,tabletop,crossclassified,2
4593,pancake,bun,crossclassified,2
10897,lion,tiger,co-hyponymy,2
17004,woman,buffet,crossclassified,2
21920,puppy,cub,crossclassified,2
17005,cow,op,not-covered,2
21918,puppy,bear cub,crossclassified,2
10904,girl,bikini,crossclassified,2
10905,dish,dessert,crossclassified,2
17007,melon,vegetable,crossclassified,2
21916,robe,cloths,crossclassified,2
10910,coat,rain jacket,not-covered,2
4619,girl,sneakers,crossclassified,2
15986,bathtub,bath sink,not-covered,2
4631,tent,vegetable,crossclassified,2
4635,motorcycle,auto mobile,co-hyponymy,2
4675,table,meat,crossclassified,2
4672,table,paler,crossclassified,2
10826,aircraft,sky,crossclassified,2
4671,table,entree,crossclassified,2
16991,table,table cover,not-covered,2
21956,sofa,show pa,not-covered,2
4667,pizza,minimization,crossclassified,2
16992,bread,basket,crossclassified,2
21952,counter,warming counter,not-covered,2
16993,bread,bread basket,crossclassified,2
4652,aircraft,warplane,hypernymy.1,2
16994,car,train station,crossclassified,2
10841,house,villa,hypernymy.1,2
10842,house,tree house,crossclassified,2
14971,bagel,pastry,crossclassified,2
