,word1,word2,relation,freq. (unord),"freq. (w1,w2)","freq. (w2,w1)"
11676,building,entrance,crossclassified,3,3,0
10768,flowers,stand,crossclassified,3,3,0
6214,hotdog,meat,hypernymy.2,3,3,0
6212,salad,snacks,crossclassified,3,3,0
10783,helicopter,wheel,crossclassified,3,3,0
6196,library,shelf,crossclassified,3,0,3
10786,table,utensils,crossclassified,3,3,0
971,hotdog,lunch,crossclassified,3,3,0
6188,person,sweater,hypernymy.1,3,0,3
6187,cellphone,sweater,crossclassified,3,0,3
14082,canister,container,hypernymy.2,3,3,0
8813,lanyard,woman,crossclassified,3,0,3
6185,clock,dog,crossclassified,3,1,2
6177,curry,food,hypernymy.2,3,0,3
8805,batter,uniform,crossclassified,3,3,0
6056,dress,plate,crossclassified,3,3,0
11027,doll,wall,crossclassified,3,0,3
73,dirt,dugout,crossclassified,3,0,3
5942,desk,surface,crossclassified,3,3,0
10989,boat,flower,crossclassified,3,3,0
1028,bowl,breakfast,crossclassified,3,3,0
10990,boat,platform,crossclassified,3,3,0
5924,man,pedestrian,crossclassified,3,3,0
11538,cup,pitcher,co-hyponymy,3,3,0
12908,horse,shetlands,crossclassified,3,3,0
10998,railing,table,crossclassified,3,0,3
14200,dress,remote,crossclassified,3,3,0
11006,camera,laptop,crossclassified,3,3,0
8773,cabinet,capote,crossclassified,3,3,0
14206,bread,cookie,crossclassified,3,3,0
12907,child,house,crossclassified,3,0,3
5879,arm,carpet,crossclassified,3,0,3
11014,bench,building,crossclassified,3,2,1
1053,counter,placeman,crossclassified,3,3,0
11016,pants,table,crossclassified,3,0,3
5862,scooter,vesta,crossclassified,3,3,0
5856,stand,truck,crossclassified,3,0,3
1056,counter,plates,crossclassified,3,3,0
11522,cabinet,shelve,crossclassified,3,3,0
11546,boat,fruit,crossclassified,3,3,0
10967,condo,house,co-hyponymy,3,0,3
6053,booth,couch,crossclassified,3,0,3
12816,bowl,egg,crossclassified,3,3,0
8801,gown,jacket,crossclassified,3,2,1
6042,basket,table,crossclassified,3,0,3
11617,plate,shelf,crossclassified,3,0,3
8798,clothing,gown,hypernymy.1,3,0,3
14156,charger,desk,crossclassified,3,0,3
6013,court,player,crossclassified,3,3,0
14166,grill,hands,crossclassified,3,3,0
14168,jar,smoothie,crossclassified,3,3,0
12919,computer,shirt,crossclassified,3,0,3
10903,banana,shelf,crossclassified,3,3,0
10906,curtain,restroom,crossclassified,3,3,0
10919,rug,tie,crossclassified,3,3,0
5995,rug,toys,crossclassified,3,3,0
14173,flag,shirt,crossclassified,3,0,3
5990,water,zebra,crossclassified,3,0,3
8784,glider,parachute,crossclassified,3,3,0
5977,carton,juice,crossclassified,3,0,3
5975,dog,towel,crossclassified,3,3,0
402,crust,pan,crossclassified,3,3,0
10957,cabinets,door,crossclassified,3,3,0
5955,church,tower,crossclassified,3,1,2
6401,fountain,horse,crossclassified,3,0,3
841,omelette,pizza,co-hyponymy,3,0,3
11750,bed,car,crossclassified,3,1,2
9604,tie,truck,crossclassified,3,0,3
9567,cat,ground,crossclassified,3,3,0
9572,fields,horse,crossclassified,3,0,3
7687,bathtub,tile,crossclassified,3,3,0
7682,spectator,woman,crossclassified,3,0,3
13379,cake,spatula,crossclassified,3,0,3
7679,player,pole,crossclassified,3,3,0
7678,hitter,player,hypernymy.2,3,0,3
7675,bed,seat,crossclassified,3,3,0
9580,pan,tin,co-hyponymy,3,3,0
7664,eel,train,crossclassified,3,0,3
7651,ingredients,table,crossclassified,3,0,3
7640,peak,swan,crossclassified,3,0,3
9592,hose,pool,crossclassified,3,3,0
12349,banana,bench,crossclassified,3,0,3
7718,bowl,cucumber,crossclassified,3,3,0
8348,chain,jacket,crossclassified,3,0,3
9621,bowl,parfait,crossclassified,3,3,0
7621,batter,pant,crossclassified,3,3,0
13408,cot,man,crossclassified,3,0,3
257,boardwalk,pier,crossclassified,3,0,3
13041,butt,zebra,crossclassified,3,0,3
9642,house,store,crossclassified,3,3,0
7584,shirt,snow,crossclassified,3,0,3
15749,building,gazebo,hypernymy.1,3,3,0
7579,sauce,toppings,crossclassified,3,3,0
7577,child,pitcher,crossclassified,3,0,3
7576,jacket,pitcher,crossclassified,3,0,3
7575,pitcher,woman,crossclassified,3,3,0
15797,broccoli,leek,crossclassified,3,0,3
13355,lamb,toy,crossclassified,3,0,3
13536,cloth,elephant,crossclassified,3,0,3
593,dinner,pizza,crossclassified,3,0,3
9464,shower,tub,crossclassified,3,3,0
276,broccoli,lettuce,crossclassified,3,0,3
9474,cup,mixer,crossclassified,3,3,0
9475,cup,fruit,crossclassified,3,3,0
12404,carpet,clothes,crossclassified,3,3,0
7810,hands,table,crossclassified,3,0,3
9485,skateboarder,skateboarding,crossclassified,3,3,0
7807,cooking,woman,crossclassified,3,0,3
9490,counter,toilet,crossclassified,3,3,0
7797,couch,monitor,crossclassified,3,3,0
592,building,signal,crossclassified,3,3,0
12401,hat,van,crossclassified,3,0,3
9516,beverage,mug,crossclassified,3,0,3
7786,dog,shepherd,crossclassified,3,3,0
7731,maid,woman,hypernymy.2,3,0,3
7781,bridge,roof,crossclassified,3,3,0
13328,giraffe,skydiving,crossclassified,3,3,0
9532,flower,tulip,crossclassified,3,3,0
8339,light,plane,crossclassified,3,0,3
7767,desk,display,crossclassified,3,3,0
13338,bird,flower,crossclassified,3,3,0
13340,pavilion,roof,crossclassified,3,0,3
13341,roof,zebra,crossclassified,3,3,0
7758,blanket,clothes,crossclassified,3,3,0
12371,carpet,flower,crossclassified,3,3,0
9563,fields,zebra,crossclassified,3,0,3
7750,tent,wheel,crossclassified,3,3,0
8995,flower,train,crossclassified,3,0,3
12330,furniture,stand,hypernymy.1,3,0,3
7574,pant,pitcher,crossclassified,3,0,3
9647,child,sofa,crossclassified,3,3,0
13508,berries,bowl,crossclassified,3,0,3
7437,menu,table,co-hyponymy,3,0,3
12294,boots,table,crossclassified,3,0,3
7430,cutlery,fork,hypernymy.1,3,0,3
8982,airplane,pole,crossclassified,3,3,0
7426,basket,counter,crossclassified,3,0,3
9733,sweater,tie,crossclassified,3,3,0
9735,glass,mug,co-hyponymy,3,1,2
7414,bowl,dip,crossclassified,3,3,0
7412,crown,hat,crossclassified,3,0,3
13504,dresser,truck,crossclassified,3,0,3
12689,countertop,pizza,crossclassified,3,0,3
13507,blackberries,bowl,crossclassified,3,0,3
9746,boat,child,crossclassified,3,3,0
7390,elephant,shelter,crossclassified,3,3,0
13436,highchair,plate,crossclassified,3,3,0
12280,chair,clock,crossclassified,3,1,2
7382,food,fries,hypernymy.1,3,3,0
7380,cabinet,curtain,crossclassified,3,3,0
689,cow,head,crossclassified,3,3,0
12279,cat,motorcycle,crossclassified,3,0,3
9760,pasture,sheep,crossclassified,3,0,3
9762,arm,coat,crossclassified,3,0,3
13527,tie,watch,crossclassified,3,3,0
7361,hat,snowboarder,crossclassified,3,0,3
7359,jacket,women,crossclassified,3,3,0
464,poncho,woman,crossclassified,3,3,0
240,child,umbrella,crossclassified,3,3,0
7346,house,skating,crossclassified,3,3,0
7445,raincoat,shirt,crossclassified,3,0,3
9726,car,giraffe,crossclassified,3,0,3
13483,salad,snakes,crossclassified,3,3,0
7476,handle,knife,crossclassified,3,0,3
7557,shirt,wall,crossclassified,3,2,1
9648,bellow,cat,crossclassified,3,0,3
9654,cow,deer,crossclassified,3,3,0
7551,jars,table,crossclassified,3,0,3
7547,man,pillow,crossclassified,3,3,0
9668,cat,cupboard,crossclassified,3,3,0
7546,pot,shirt,crossclassified,3,0,3
7545,bowl,shirt,crossclassified,3,1,2
9670,breakfast,sandwich,crossclassified,3,0,3
7536,door,wood,crossclassified,3,3,0
7534,door,table,crossclassified,3,3,0
12320,boat,cart,crossclassified,3,3,0
7526,horse,train,crossclassified,3,3,0
13449,boy,cabinet,crossclassified,3,0,3
8986,animal,building,crossclassified,3,0,3
13033,jersey,pitcher,crossclassified,3,0,3
7519,airplane,earphone,crossclassified,3,3,0
7516,bowl,cheese,crossclassified,3,3,0
9683,curtain,tarp,crossclassified,3,3,0
9694,elephant,fence,crossclassified,3,3,0
657,tub,washbasin,crossclassified,3,3,0
13458,trailer,wheel,co-hyponymy,3,3,0
7497,bench,stick,crossclassified,3,3,0
9707,toilet,water,crossclassified,3,3,0
7489,barrier,bridge,crossclassified,3,0,3
7487,curtains,lamp,crossclassified,3,1,2
9708,awning,light,crossclassified,3,3,0
9463,bath,shower,co-hyponymy,3,0,3
9462,screen,shower,crossclassified,3,0,3
13313,fish,plate,crossclassified,3,3,0
9191,building,wood,crossclassified,3,3,0
13152,guacamole,smoothie,crossclassified,3,3,0
8141,legs,man,crossclassified,3,1,2
485,cow,heifer,hypernymy.1,3,3,0
8128,fountain,toilet,co-hyponymy,3,0,3
9172,bad,dog,crossclassified,3,0,3
9176,bottle,shelf,crossclassified,3,1,2
8109,fries,pizza,crossclassified,3,0,3
9185,blender,jug,crossclassified,3,3,0
5545,house,picture,crossclassified,3,3,0
13173,pitcher,water,crossclassified,3,3,0
8093,fan,vent,crossclassified,3,0,3
351,head,sheep,crossclassified,3,0,3
8090,bedcover,carpet,crossclassified,3,0,3
8085,bedspread,carpet,crossclassified,3,0,3
12539,chair,computer,crossclassified,3,3,0
8083,cheese,pan,crossclassified,3,0,3
12566,dresser,toy,crossclassified,3,3,0
8079,cheese,man,crossclassified,3,0,3
8078,cage,giraffe,crossclassified,3,0,3
307,female,surfer,crossclassified,3,0,3
9200,clothing,kimono,hypernymy.1,3,0,3
8072,cabbage,veg,hypernymy.2,3,3,0
9222,doghouse,outhouse,co-hyponymy,3,0,3
9229,leash,tie,crossclassified,3,0,3
9234,bottle,soap,crossclassified,3,3,0
8053,butterfly,orange,crossclassified,3,3,0
13201,skiers,woman,crossclassified,3,0,3
8044,pan,toast,crossclassified,3,3,0
8150,photo,shirt,crossclassified,3,0,3
8152,bedcover,couch,crossclassified,3,0,3
483,cow,ram,crossclassified,3,2,1
12591,bag,seat,crossclassified,3,0,3
9062,bun,cheese,crossclassified,3,2,1
9060,laptop,person,crossclassified,3,3,0
9071,rope,woman,crossclassified,3,0,3
8241,crane,truck,crossclassified,3,0,3
12645,bed,tie,crossclassified,3,3,0
12634,couch,pizza,crossclassified,3,3,0
12632,curtain,pant,crossclassified,3,3,0
8226,burrito,taco,co-hyponymy,3,0,3
12631,carpet,pizza,crossclassified,3,3,0
13112,dugout,people,crossclassified,3,3,0
9094,shelf,toothbrush,crossclassified,3,0,3
12627,screen,wall,co-hyponymy,3,0,3
9098,bench,bowl,crossclassified,3,3,0
8208,barer,sandwich,crossclassified,3,0,3
9099,bench,pot,crossclassified,3,3,0
8199,cap,dog,crossclassified,3,0,3
12624,microwave,t-shirt,crossclassified,3,3,0
9052,toy,wall,crossclassified,3,1,2
9114,bicyclist,shirt,crossclassified,3,0,3
8186,sky,wing,crossclassified,3,0,3
9122,flower,orchids,hypernymy.1,3,3,0
8252,handle,table,crossclassified,3,0,3
8174,doll,rug,crossclassified,3,0,3
9049,head,toy,crossclassified,3,0,3
9137,building,game,crossclassified,3,0,3
8160,cup,dessert,crossclassified,3,3,0
9045,drink,woman,crossclassified,3,0,3
8275,hoagie,hotdog,co-hyponymy,3,0,3
15791,food,leek,hypernymy.1,3,0,3
12426,couch,fabric,crossclassified,3,3,0
7868,ball,person,crossclassified,3,0,3
13063,rice,salad,crossclassified,3,2,1
7919,counter,dishes,crossclassified,3,3,0
12478,counter,vegetable,crossclassified,3,3,0
12473,board,truck,crossclassified,3,0,3
12468,counter,donut,crossclassified,3,3,0
7893,building,gate,crossclassified,3,3,0
9372,bread,snakes,crossclassified,3,3,0
7889,bridge,skate,crossclassified,3,3,0
9379,suit,truck,crossclassified,3,0,3
8999,cupboard,table,crossclassified,3,0,3
9395,countertop,stove,crossclassified,3,0,3
7873,carpet,feet,crossclassified,3,3,0
13294,bookshelf,ear,crossclassified,3,3,0
8322,dress,necklace,crossclassified,3,3,0
9254,omelet,soup,co-hyponymy,3,0,3
9408,athlete,skateboarder,hypernymy.1,3,0,3
7857,hood,light,crossclassified,3,3,0
9409,eating,jacket,crossclassified,3,0,3
7851,robe,t-shirt,crossclassified,3,3,0
9422,bowl,drink,crossclassified,3,3,0
12680,drawer,vase,crossclassified,3,0,3
7835,airplane,mountain,crossclassified,3,3,0
8323,bench,cheese,crossclassified,3,3,0
7833,airings,man,crossclassified,3,0,3
8325,bench,cup,crossclassified,3,3,0
9436,man,sects,crossclassified,3,3,0
582,bookcase,desk,crossclassified,3,0,3
13310,fish,lemon,crossclassified,3,3,0
13267,cheetah,leopard,co-hyponymy,3,3,0
288,duck,duckling,hypernymy.1,3,3,0
289,dove,duck,co-hyponymy,3,0,3
12666,countertop,food,crossclassified,3,0,3
8280,bookshelf,t-shirt,crossclassified,3,3,0
9255,frittata,soup,co-hyponymy,3,0,3
8006,counter,flower,crossclassified,3,3,0
8284,boy,skate,crossclassified,3,3,0
13229,man,seat,crossclassified,3,3,0
13233,boy,rider,crossclassified,3,3,0
9273,cabinet,keyboard,crossclassified,3,3,0
9274,cow,gate,crossclassified,3,3,0
7986,fork,girl,crossclassified,3,0,3
525,airline,plane,crossclassified,3,0,3
529,dresser,shelf,crossclassified,3,3,0
7977,kite,man,crossclassified,3,0,3
7975,shirt,towel,crossclassified,3,3,0
9277,bag,bookshelf,crossclassified,3,0,3
9280,nurse,person,hypernymy.2,3,3,0
13240,shoes,woman,crossclassified,3,0,3
9292,bed,men,crossclassified,3,3,0
9018,floor,luggage,crossclassified,3,3,0
536,headphone,shirt,crossclassified,3,0,3
9306,counter,drawers,crossclassified,3,3,0
7943,cake,vase,crossclassified,3,1,2
15771,clock,railing,crossclassified,3,3,0
9318,bike,carpet,crossclassified,3,0,3
9332,duck,statue,crossclassified,3,3,0
12490,counter,sing,crossclassified,3,3,0
9336,floor,picture,crossclassified,3,3,0
7927,motorcycle,table,crossclassified,3,3,0
7345,garment,jacket,hypernymy.1,3,0,3
8377,box,shirt,crossclassified,3,0,3
6406,restaurant,sign,crossclassified,3,3,0
8486,boat,rope,crossclassified,3,3,0
13836,clock,couch,crossclassified,3,3,0
6741,scoreboard,t-shirt,crossclassified,3,3,0
10324,building,grill,hypernymy.1,3,3,0
6736,scoreboard,shirt,crossclassified,3,3,0
6730,plate,toast,crossclassified,3,2,1
13842,cupcakes,plate,crossclassified,3,3,0
6722,bowl,pie,crossclassified,3,3,0
11909,floor,wire,crossclassified,3,3,0
6709,desk,mess,crossclassified,3,3,0
6692,dugout,pole,crossclassified,3,3,0
10358,dress,tattoo,crossclassified,3,3,0
8476,dog,pole,crossclassified,3,3,0
11902,lorry,train,crossclassified,3,0,3
6673,bowl,cow,crossclassified,3,0,3
10321,doll,horse,crossclassified,3,0,3
8492,bed,grill,crossclassified,3,3,0
6666,carpet,cloth,crossclassified,3,3,0
10384,banana,spoon,crossclassified,3,0,3
11889,awning,storefront,crossclassified,3,2,1
889,man,swimmer,crossclassified,3,3,0
11885,shop,storefront,crossclassified,3,0,3
10407,airplane,bag,crossclassified,3,3,0
13872,drink,tea,hypernymy.1,3,0,3
6661,airplane,steel,crossclassified,3,3,0
11877,plane,tail,crossclassified,3,3,0
6658,bed,ladder,crossclassified,3,3,0
6649,child,gown,crossclassified,3,3,0
6648,broccoli,knife,crossclassified,3,0,3
6745,coat,skater,crossclassified,3,0,3
10315,chairs,woman,crossclassified,3,0,3
13538,canopy,elephant,crossclassified,3,0,3
13787,pizza,rug,crossclassified,3,0,3
13754,benches,table,hypernymy.2,3,3,0
8919,lasagna,pizza,crossclassified,3,0,3
10205,burger,chair,crossclassified,3,0,3
10206,chair,food,crossclassified,3,3,0
12003,couch,lamp,crossclassified,3,3,0
10214,comb,shirt,crossclassified,3,0,3
6872,cabin,hut,crossclassified,3,0,3
13765,bowl,curtain,crossclassified,3,0,3
10239,book,rug,crossclassified,3,0,3
11986,lamppost,tent,crossclassified,3,0,3
6845,man,sports,co-hyponymy,3,3,0
867,cabinet,electronics,crossclassified,3,3,0
6833,sign,truck,crossclassified,3,0,3
6821,robe,toga,crossclassified,3,0,3
13830,bench,sheer,crossclassified,3,3,0
11976,floor,skate,crossclassified,3,3,0
443,carpet,lamp,crossclassified,3,3,0
6812,catcher,male,crossclassified,3,3,0
11972,airplane,monoplane,hypernymy.1,3,3,0
11959,chair,seating,crossclassified,3,3,0
12980,meat,rice,crossclassified,3,0,3
10281,giraffe,house,crossclassified,3,1,2
13810,dock,house,crossclassified,3,3,0
185,donut,glaze,crossclassified,3,3,0
6772,doll,fish,crossclassified,3,0,3
8472,cabinet,wire,crossclassified,3,3,0
13824,bush,car,crossclassified,3,0,3
10308,board,pant,crossclassified,3,3,0
10439,window,windshield,crossclassified,3,0,3
13876,boy,water,crossclassified,3,3,0
10442,man,mick,crossclassified,3,3,0
137,curtain,robe,crossclassified,3,0,3
12957,boy,wheel,crossclassified,3,3,0
6513,bowl,toy,crossclassified,3,3,0
8880,blanket,towel,crossclassified,3,3,0
13940,cinderella,dress,crossclassified,3,3,0
6506,bull,cowboy,crossclassified,3,3,0
917,couch,mobile,crossclassified,3,3,0
13945,bottle,curtain,crossclassified,3,0,3
13949,band,woman,crossclassified,3,0,3
13954,salad,veritable,crossclassified,3,3,0
10559,men,table,crossclassified,3,0,3
8866,electronics,laptop,crossclassified,3,0,3
395,crust,tray,crossclassified,3,3,0
8859,hydroplane,plane,hypernymy.2,3,0,3
135,pillar,train,crossclassified,3,0,3
6638,food,lemon,hypernymy.1,3,2,1
10591,bird,see,crossclassified,3,3,0
10595,glass,kettle,co-hyponymy,3,0,3
12766,doll,train,crossclassified,3,0,3
10600,food,kettle,crossclassified,3,0,3
13967,slipper,woman,crossclassified,3,0,3
13970,man,parrot,crossclassified,3,3,0
10603,blender,kettle,crossclassified,3,0,3
6443,handlebars,motorcycle,crossclassified,3,0,3
10611,fire,table,crossclassified,3,0,3
6419,box,salad,crossclassified,3,0,3
10617,cart,table,crossclassified,3,0,3
11757,armor,wardrobe,crossclassified,3,0,3
111,curtain,flag,crossclassified,3,3,0
10532,dog,kitten,crossclassified,3,1,2
13934,cinderella,toy,crossclassified,3,3,0
6525,bowl,hotdog,crossclassified,3,1,2
6527,dexter,man,crossclassified,3,0,3
6635,grapefruit,lemon,co-hyponymy,3,0,3
6634,bird,giraffe,crossclassified,3,0,3
13886,mouth,zebra,crossclassified,3,0,3
8502,dog,face,crossclassified,3,3,0
8892,boy,eyeglass,crossclassified,3,3,0
6625,cow,pant,crossclassified,3,3,0
8890,blanket,person,crossclassified,3,3,0
6620,hair,jacket,crossclassified,3,0,3
10463,blanket,jeans,crossclassified,3,3,0
6593,bench,stand,crossclassified,3,3,0
10489,building,buildings,synonymy,3,3,0
11834,counter,sweet,crossclassified,3,3,0
11830,truck,trucker,crossclassified,3,3,0
6571,relish,toppings,crossclassified,3,3,0
6569,hotdog,relish,crossclassified,3,0,3
10498,kerchief,woman,crossclassified,3,0,3
903,bread,muffin,hypernymy.1,3,2,1
6557,bed,light,crossclassified,3,3,0
10511,jacket,pen,crossclassified,3,3,0
11817,building,horse,crossclassified,3,3,0
6542,boy,glasses,crossclassified,3,3,0
8509,cabinet,jug,crossclassified,3,3,0
10515,desk,flower,crossclassified,3,3,0
907,hydrant,lid,crossclassified,3,3,0
11816,building,rope,crossclassified,3,3,0
10517,cycle,statue,crossclassified,3,0,3
6530,cow,longhorn,crossclassified,3,3,0
6887,cheese,donut,crossclassified,3,0,3
6888,ring,table,crossclassified,3,0,3
10184,bull,oxen,hypernymy.2,3,3,0
7178,bowl,sink,crossclassified,3,1,2
7242,animal,doll,crossclassified,3,3,0
13596,boy,bun,crossclassified,3,3,0
7217,dish,tray,crossclassified,3,3,0
9849,food,hole,crossclassified,3,3,0
9853,chair,truck,crossclassified,3,0,3
7213,cat,ear,crossclassified,3,3,0
7212,cat,head,crossclassified,3,3,0
12207,car,furniture,crossclassified,3,0,3
13604,room,window,crossclassified,3,0,3
12201,bike,desk,crossclassified,3,0,3
463,person,poncho,crossclassified,3,0,3
12198,cycle,desk,crossclassified,3,0,3
7179,cup,sink,crossclassified,3,0,3
8384,bridge,grill,crossclassified,3,3,0
12173,suv,wheel,crossclassified,3,3,0
7170,boy,juice,crossclassified,3,3,0
7168,jacket,wire,crossclassified,3,3,0
8389,jacket,leg,crossclassified,3,3,0
9910,coleslaw,slaw,synonymy,3,3,0
12691,bed,counter,crossclassified,3,3,0
9918,cookie,snack,crossclassified,3,3,0
8406,couch,lounge,synonymy,3,3,0
8407,couch,daybed,hypernymy.1,3,3,0
9925,bred,table,crossclassified,3,0,3
12182,lattice,table,crossclassified,3,0,3
9943,railroad,tracks,hypernymy.2,3,0,3
7150,bench,children,crossclassified,3,3,0
9946,belt,girl,crossclassified,3,0,3
9843,cake,gift,crossclassified,3,3,0
13585,moped,wheel,crossclassified,3,3,0
13584,dog,girl,crossclassified,3,1,2
7250,girl,wheel,crossclassified,3,3,0
7339,child,fence,crossclassified,3,0,3
9795,breakfast,cereal,crossclassified,3,0,3
7332,glasses,wine,crossclassified,3,3,0
7328,console,desk,co-hyponymy,3,0,3
7321,counter,tissue,crossclassified,3,3,0
12251,chair,leg,crossclassified,3,3,0
7309,canopy,tarp,crossclassified,3,3,0
9811,counter,television,crossclassified,3,3,0
7304,boy,gloves,crossclassified,3,3,0
9813,plane,turboprop,hypernymy.1,3,3,0
9814,can,vase,crossclassified,3,0,3
7299,computers,desk,crossclassified,3,0,3
9820,cake,flower,crossclassified,3,3,0
12244,floor,photo,crossclassified,3,3,0
7288,skateboarder,tent,crossclassified,3,0,3
13563,brush,cup,crossclassified,3,0,3
9826,ground,path,crossclassified,3,3,0
7276,rider,skateboarder,crossclassified,3,0,3
9827,ground,walkway,crossclassified,3,3,0
7272,food,wok,crossclassified,3,0,3
9828,ground,lawn,crossclassified,3,3,0
7265,bed,wire,crossclassified,3,3,0
13575,apple,melon,co-hyponymy,3,0,3
9837,board,train,crossclassified,3,0,3
