items,quality_control,source,assignments
"[['http://object-naming-amore.upf.edu//2317099_3516182_seed_ambiguous.png', ['plane', 'airplane', 'tarmac']], ['http://object-naming-amore.upf.edu//2376092_576387_singleton_obj.png', ['plane', 'ariplane', 'jet', 'airplane']], ['http://object-naming-amore.upf.edu//1159861_2149105_supercat_ambiguous.png', ['boy', 'skater', 'skatbeoarder', 'skateboarder', 'kid']], ['http://object-naming-amore.upf.edu//2324955_3227237_singleton_obj.png', ['drinks', 'person', 'boy', 'tie', 'man', 'glass']], ['http://object-naming-amore.upf.edu//2376946_3681585_supercat_ambiguous.png', ['pasta', 'pizza', 'food', 'herbs', 'lasagna', 'sauce']], ['http://object-naming-amore.upf.edu//2388011_1271121_supercat_unique.png', ['snowboarder', 'person', 'man', 'shirt', 't-shirt', 'skater', 'skateboarder']]]","['7b227461726d6163223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22617269706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22736b617462656f6172646572223a202273616e732d736b617465626f6172646572227d', '7b226472696e6b73223a20227365726966227d', '7b226865726273223a20227365726966227d', '7b227368697274223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_161___../1_pre-pilot/verification_round0_amt.csv_684,2
"[['http://object-naming-amore.upf.edu//2316708_3442831_supercat_ambiguous.png', ['prop', 'train', 'car', 'train car']], ['http://object-naming-amore.upf.edu//2316141_2833626_seed_ambiguous.png', ['woman', 't-shirt', 'lady', 't-shit']], ['http://object-naming-amore.upf.edu//2334616_3422646_supercat_unique.png', ['puppy', 'dog', 'car', 'pupppy']], ['http://object-naming-amore.upf.edu//2345537_1042639_supercat_ambiguous.png', ['woman', 'girl', 'lady', 'person', 't-shirt', 'nose']], ['http://object-naming-amore.upf.edu//2355800_826374_supercat_ambiguous.png', ['child', 'kid', 'toddler', 'boy', 'woman', 'baby']], ['http://object-naming-amore.upf.edu//2414027_161227_supercat_unique.png', ['shirt', 'suit', 'clothing', 'blazer', 'bench', 'jacket', 'coat', 'jaccket']]]","['7b2270726f70223a2022636f7572696572227d', '7b22742d73686974223a202273616e732d742d7368697274227d', '7b22707570707079223a202273616e732d7075707079227d', '7b226e6f7365223a20227365726966227d', '7b22776f6d616e223a20227365726966222c20226368696c64223a2022626f6c642d62616279227d', '7b226a6163636b6574223a202273616e732d6a61636b6574227d']",../1_crowdsourced/to_be_redone_amt.csv_162___../1_pre-pilot/verification_round0_amt.csv_69,2
"[['http://object-naming-amore.upf.edu//2404595_655836_singleton_obj.png', ['counter', 'table', 'countertop', 'wire']], ['http://object-naming-amore.upf.edu//2386105_1289332_seed_ambiguous.png', ['cap', 'hat', 'cover', 'breaded']], ['http://object-naming-amore.upf.edu//2386963_515920_seed_ambiguous.png', ['female', 'girl', 'rural', 'woman']], ['http://object-naming-amore.upf.edu//2329363_3484272_singleton_obj.png', ['car', 'automoble', 'automobile', 'vehicle', 'suv']], ['http://object-naming-amore.upf.edu//2396405_444697_supercat_unique.png', ['t-shirt', 'sweater', 'shirt', 'sweatshirt', 'jacket', 'argula']], ['http://object-naming-amore.upf.edu//2401050_660222_singleton_obj.png', ['counter', 'table', 'countertop', 'desk', 'shoe', 'floor', 'jeans', 'clock', 'shelf']]]","['7b2277697265223a2022636f7572696572227d', '7b2262726561646564223a2022636f7572696572227d', '7b22727572616c223a2022636f7572696572227d', '7b226175746f6d6f626c65223a202273616e732d6175746f6d6f62696c65222c2022636172223a2022626f6c642d6175746f6d6f62696c65227d', '7b22617267756c61223a2022636f7572696572227d', '7b226a65616e73223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_163___../1_pre-pilot/verification_round0_amt.csv_7,1
"[['http://object-naming-amore.upf.edu//2399936_412662_singleton_obj.png', ['door', 'desk', 'table']], ['http://object-naming-amore.upf.edu//2361209_2336861_supercat_unique.png', ['t-shirt', 'guy', 'man', 't-whirt']], ['http://object-naming-amore.upf.edu//2323870_3216901_singleton_obj.png', ['airplane', 'jet', 'cap', 'plane', 'airpalne']], ['http://object-naming-amore.upf.edu//2386549_1284945_singleton_obj.png', ['propeller', 'aircraft', 'airplane', 'pole', 'airplahe', 'plane']], ['http://object-naming-amore.upf.edu//2367018_1857206_singleton_obj.png', ['man', 'skatre', 'shoe', 'skater', 'skateboarder', 't-shirt']], ['http://object-naming-amore.upf.edu//2367453_2602556_singleton_obj.png', ['sunglasses', 'lady', 'people', 'person', 't-shirt', 'woman', 'mother']]]","['7b22646f6f72223a20227365726966227d', '7b22742d7768697274223a202273616e732d742d7368697274227d', '7b2261697270616c6e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22616972706c616865223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22736b61747265223a202273616e732d736b61746572227d', '7b2273756e676c6173736573223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_164___../1_pre-pilot/verification_round0_amt.csv_704,2
"[['http://object-naming-amore.upf.edu//2383173_1323181_singleton_obj.png', ['tip', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2392561_1228566_supercat_unique.png', ['bread', 'sandwich', 'fins', 'food']], ['http://object-naming-amore.upf.edu//2400460_408582_seed_ambiguous.png', ['woman', 'girl', 'persln', 'person', 'shirt']], ['http://object-naming-amore.upf.edu//2385619_686767_seed_ambiguous.png', ['player', 'man', 'guy', 'person', 'shirt', 'top']], ['http://object-naming-amore.upf.edu//2361543_1986345_supercat_unique.png', ['food', 'potatoes', 'claws', 'plate', 'dish', 'bowl']], ['http://object-naming-amore.upf.edu//2396977_438741_supercat_ambiguous.png', ['jar', 'ice bucket', 'canister', 'bucket', 'button', 'container', 'cup']]]","['7b22746970223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2266696e73223a2022636f7572696572227d', '7b22706572736c6e223a202273616e732d706572736f6e227d', '7b22746f70223a20227365726966227d', '7b22636c617773223a2022636f7572696572227d', '7b22627574746f6e223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_165___../1_pre-pilot/verification_round0_amt.csv_714,2
"[['http://object-naming-amore.upf.edu//2403796_3815614_singleton_obj.png', ['coat', 'jacket', 'debri']], ['http://object-naming-amore.upf.edu//2327898_3223602_singleton_obj.png', ['cheese', 'food', 'pizza', 'cutter']], ['http://object-naming-amore.upf.edu//2353629_844402_singleton_obj.png', ['plane', 'wheel', 'airplane', 'object', 'wing']], ['http://object-naming-amore.upf.edu//2323809_3399024_supercat_ambiguous.png', ['tissue', 'vegetable', 'sandwich', 'food', 'lettuce', 'snacks']], ['http://object-naming-amore.upf.edu//2329128_2873938_singleton_obj.png', ['crumb', 'dessert', 'cake', 'pie', 'food', 'plate']], ['http://object-naming-amore.upf.edu//2327708_3040488_singleton_obj.png', ['skier', 'person', 'jacket', 'boy', 'man', 'athlete', 'helmet']]]","['7b226465627269223a2022636f7572696572227d', '7b22637574746572223a20227365726966227d', '7b226f626a656374223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22746973737565223a20227365726966227d', '7b226372756d62223a20227365726966227d', '7b226a61636b6574223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_166___../1_pre-pilot/verification_round0_amt.csv_728,2
"[['http://object-naming-amore.upf.edu//2409629_237512_singleton_obj.png', ['aircraft', 'airllane', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2363057_3747343_seed_ambiguous.png', ['shirt', 'coat', 'jacket', 'cloak']], ['http://object-naming-amore.upf.edu//2376346_2078610_seed_ambiguous.png', ['vehicle', 'van', 'vehicie', 'truck']], ['http://object-naming-amore.upf.edu//2396954_438958_singleton_obj.png', ['bar', 'vanity', 'sink', 'glass', 'countertop', 'counter']], ['http://object-naming-amore.upf.edu//2337118_3449300_supercat_ambiguous.png', ['girl', 'kid', 'shorts', 'child', 'boy', 'person']], ['http://object-naming-amore.upf.edu//2412045_204088_singleton_obj.png', ['athlete', 'helmet', 'player', 'batter', 'boy', 'man', 'baseball player', 'ground']]]","['7b226169726c6c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22636c6f616b223a2022636f7572696572227d', '7b2276656869636965223a202273616e732d76656869636c65227d', '7b22626172223a20227365726966227d', '7b2273686f727473223a20227365726966222c20226368696c64223a2022626f6c642d6b6964227d', '7b2267726f756e64223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_167___../1_pre-pilot/verification_round0_amt.csv_73,1
"[['http://object-naming-amore.upf.edu//2385325_1298357_supercat_unique.png', ['couch', 'napkin', 'sofa']], ['http://object-naming-amore.upf.edu//1159418_3239070_supercat_ambiguous.png', ['bath', 'tub', 'bathtub', 'circle']], ['http://object-naming-amore.upf.edu//2387140_1278950_singleton_obj.png', ['moped', 'motorcycle', 'bike', 'dog', 'scooter']], ['http://object-naming-amore.upf.edu//2319370_1002562_singleton_obj.png', ['vaity', 'cabinet', 'bathroom sink', 'counter', 'vanity', 'sink']], ['http://object-naming-amore.upf.edu//2412755_2846146_supercat_ambiguous.png', ['woman', 'person', 'wooman', 'girl', 'door', 'child']], ['http://object-naming-amore.upf.edu//2393317_473257_seed_ambiguous.png', ['ads', 'wheel', 'van', 'truck', 'minivan', 'car', 'vehicle']]]","['7b226e61706b696e223a20227365726966222c2022736f6661223a2022626f6c642d636f756368227d', '7b22636972636c65223a20227365726966222c202262617468747562223a2022626f6c642d7475622c62617468227d', '7b22646f67223a20227365726966222c20226d6f746f726379636c65223a2022626f6c642d62696b65227d', '7b227661697479223a202273616e732d76616e697479227d', '7b22776f6f6d616e223a202273616e732d776f6d616e227d', '7b22616473223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_168___../1_pre-pilot/verification_round0_amt.csv_733,2
"[['http://object-naming-amore.upf.edu//2323204_3022734_singleton_obj.png', ['hotddog', 'bread', 'food', 'hotdog']], ['http://object-naming-amore.upf.edu//2390335_3264949_seed_ambiguous.png', ['shirt', 'woman', 'tiolet', 'girl']], ['http://object-naming-amore.upf.edu//2388443_3829379_seed_ambiguous.png', ['carpet', 'carpeet', 'bed', 'floor']], ['http://object-naming-amore.upf.edu//2386958_515959_supercat_unique.png', ['toy', 'teddy bear', 'nose', 'child', 'kid', 'girl']], ['http://object-naming-amore.upf.edu//2324124_3254736_singleton_obj.png', ['barrell', 'bike', 'mirror', 'motorcycle', 'motorbike', 'handlebar']], ['http://object-naming-amore.upf.edu//2357320_2689110_singleton_obj.png', ['half pipe', 'scatting', 'shoe', 'sky board', 'ramp', 'bowl', 'pant', 'building']]]","['7b22686f7464646f67223a202273616e732d686f74646f67227d', '7b2274696f6c6574223a2022636f7572696572227d', '7b2263617270656574223a202273616e732d636172706574227d', '7b226e6f7365223a20227365726966222c20226b6964223a2022626f6c642d6368696c64227d', '7b2262617272656c6c223a2022636f7572696572222c20226d6f746f726379636c65223a2022626f6c642d6d6f746f7262696b65227d', '7b226275696c64696e67223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_169___../1_pre-pilot/verification_round0_amt.csv_74,2
"[['http://object-naming-amore.upf.edu//2325703_2980926_supercat_unique.png', ['woman', 'lady', 'persno', 'person']], ['http://object-naming-amore.upf.edu//2380326_1347984_singleton_obj.png', ['earrings', 'jacket', 'coat', 'shirt']], ['http://object-naming-amore.upf.edu//2339709_950369_supercat_ambiguous.png', ['sign', 'train', 'caboose', 'car']], ['http://object-naming-amore.upf.edu//2407486_3810581_singleton_obj.png', ['dinner', 'food', 'plate', 'salad', 'dinndr', 'sauce']], ['http://object-naming-amore.upf.edu//2366448_2278308_singleton_obj.png', ['hut', 'shed', 'building', 'woodne', 'shack', 'wooden']], ['http://object-naming-amore.upf.edu//2410749_321620_singleton_obj.png', ['line', 'bed', 'bear', 'toy', 'rails', 'railing', 'bedframe', 'teddy bear']]]","['7b22706572736e6f223a202273616e732d706572736f6e227d', '7b2265617272696e6773223a20227365726966227d', '7b227369676e223a20227365726966227d', '7b2264696e6e6472223a202273616e732d64696e6e6572227d', '7b22776f6f646e65223a202273616e732d776f6f64656e222c2022687574223a2022626f6c642d736861636b227d', '7b226c696e65223a20227365726966222c20227261696c73223a2022626f6c642d7261696c696e67227d']",../1_crowdsourced/to_be_redone_amt.csv_16___../1_pre-pilot/verification_round0_amt.csv_120,2
"[['http://object-naming-amore.upf.edu//2334511_2942514_singleton_obj.png', ['leftarm', 'woman', 'lady']], ['http://object-naming-amore.upf.edu//2328532_977152_singleton_obj.png', ['scooter', 'case', 'motorcycle', 'wheel']], ['http://object-naming-amore.upf.edu//2382683_1326910_singleton_obj.png', ['table', 'keyboard', 'cameo', 'desk', 'laptop']], ['http://object-naming-amore.upf.edu//2350039_1688328_singleton_obj.png', ['man', 'guy', 'food', 'pizza', 'person', 'marroon']], ['http://object-naming-amore.upf.edu//2380034_3834209_supercat_ambiguous.png', ['sole', 'child', 'baby', 'shirt', 'girl', 'kid']], ['http://object-naming-amore.upf.edu//2388794_1266796_singleton_obj.png', ['person', 'woman', 'skier', 'man', 'shoe', 'jacket', 'by']]]","['7b226c65667461726d223a2022636f7572696572227d', '7b2263617365223a20227365726966227d', '7b2263616d656f223a2022636f7572696572227d', '7b226d6172726f6f6e223a2022636f7572696572227d', '7b22736f6c65223a20227365726966222c202262616279223a2022626f6c642d6368696c64227d', '7b226279223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_170___../1_pre-pilot/verification_round0_amt.csv_744,2
"[['http://object-naming-amore.upf.edu//2380623_1344448_singleton_obj.png', ['plane', 'aircraft', 'airplane', 'propellers']], ['http://object-naming-amore.upf.edu//2375806_2376877_supercat_unique.png', ['tie', 'guy', 'light', 'man']], ['http://object-naming-amore.upf.edu//2402861_385670_supercat_unique.png', ['motorcycle', 'backpack', 'bike', 'scooter']], ['http://object-naming-amore.upf.edu//2318579_2795117_singleton_obj.png', ['cow', 'bull', 'steer', 'animal', 'cattle', 'baot']], ['http://object-naming-amore.upf.edu//2404824_337538_singleton_obj.png', ['person', 'tote', 'man', 'skateboarder', 'snowboarder', 'boy']], ['http://object-naming-amore.upf.edu//2361183_783593_supercat_unique.png', ['paper', 'sauce', 'tomato sauce', 'food', 'cake', 'burger', 'sandwich', 'cheese']]]","['7b2270726f70656c6c657273223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226c69676874223a20227365726966227d', '7b226261636b7061636b223a20227365726966222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2262616f74223a2022636f7572696572227d', '7b22746f7465223a2022636f7572696572227d', '7b227061706572223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_171___../1_pre-pilot/verification_round0_amt.csv_76,2
"[['http://object-naming-amore.upf.edu//2382906_1325144_supercat_unique.png', ['woman', 'bottle', 'girl']], ['http://object-naming-amore.upf.edu//2366228_1880482_seed_ambiguous.png', ['graphic', 'table', 'desk', 'laptop']], ['http://object-naming-amore.upf.edu//2354307_2327387_singleton_obj.png', ['wall', 'woman', 'apron', 'lady', 'person']], ['http://object-naming-amore.upf.edu//2315573_3401747_singleton_obj.png', ['skateboarder', 'man', 'blue', 'skater', 'boy', 'person']], ['http://object-naming-amore.upf.edu//285683_3591512_supercat_unique.png', ['burger', 'bun', 'hamburger', 'sandwich', 'person', 'food']], ['http://object-naming-amore.upf.edu//2362815_770893_singleton_obj.png', ['woman', 'surfer', 'shirt', 'lady', 'person', 'cap', 'criust']]]","['7b22626f74746c65223a20227365726966227d', '7b2267726170686963223a20227365726966227d', '7b2277616c6c223a20227365726966227d', '7b22626c7565223a20227365726966227d', '7b22706572736f6e223a20227365726966222c2022627572676572223a2022626f6c642d68616d627572676572227d', '7b22637269757374223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_172___../1_pre-pilot/verification_round0_amt.csv_765,2
"[['http://object-naming-amore.upf.edu//2375468_1767490_singleton_obj.png', ['litgh', 'carpet', 'floor', 'rug']], ['http://object-naming-amore.upf.edu//2379629_551624_singleton_obj.png', ['windshield', 'jet', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2336427_960264_supercat_unique.png', ['bread', 'sandwich', 'bun', 'whippy']], ['http://object-naming-amore.upf.edu//498223_1574676_supercat_ambiguous.png', ['child', 'baby', 'boy', 'tddler', 'person', 'toddler']], ['http://object-naming-amore.upf.edu//1159912_1598988_supercat_ambiguous.png', ['man', 't-shirt', 'pdrson', 'boy', 'guy', 'person']], ['http://object-naming-amore.upf.edu//2335202_3151297_singleton_obj.png', ['tolly', 'tail', 'carriage', 'wagon', 'buggy', 'train', 'cart', 'wheel']]]","['7b226c69746768223a2022636f7572696572222c2022727567223a2022626f6c642d636172706574227d', '7b2277696e64736869656c64223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22776869707079223a2022636f7572696572227d', '7b227464646c6572223a202273616e732d746f64646c6572222c202262616279223a2022626f6c642d6368696c64227d', '7b22706472736f6e223a202273616e732d706572736f6e227d', '7b227461696c223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_173___../1_pre-pilot/verification_round0_amt.csv_77,1
